inverse_volatility,minimum_variance,minimum_variance_oas
-8.738535056153284e-05,-0.000671721601787209,-0.0007616444129441442
-1.698937884434974e-06,5.808456929229879e-05,-0.00014922011547392443
0.00016211816735364605,0.00029272789874146456,-0.00010313978446401545
-3.667557957300486e-05,-0.00041297023835960264,-0.0006537946867014604
8.911200841341913e-05,3.1852094764438476e-05,-0.00027387424186176164
3.758073418280833e-05,-0.0009256056685772812,-0.000964345224548588
0.0002267888921251695,-1.4629463778697492e-05,-0.00020989111840106323
0.0001599405022606272,0.0003408044042662896,0.0001728945267577199
0.00016758620731280972,0.0007827797863512354,0.0005158349122739052
-4.5584719636045595e-05,-0.0004466056356466953,-0.00046250095577012284
4.7437024931533536e-05,-0.00038631857115038157,-0.00045295822232381306
8.31132819863823e-05,0.00020940464125876408,2.4371522336000842e-05
-5.036768131137627e-05,-0.00011376392664115445,-0.00020717795610265255
0.00013673044433033408,0.0002844869558058206,-0.0001362341753898887
-3.312540173577199e-05,-0.00014018800412502863,-0.000426331737206842
8.2425607698732e-05,-0.0010394629791547687,-0.0010262842860131267
1.0772937594108592e-05,-0.00014049374931688816,-0.0003771820146710546
-3.121166581109897e-05,-0.000226819081284712,-0.0002457056850576481
3.152702142308935e-05,-0.0009599369199863614,-0.0011210772108535395
0.00012852991671261787,0.0004929607327127847,0.0001562374514783932
6.484796622881173e-05,0.00015483324736142315,4.3522639932445624e-05
0.00017286344486672044,0.0005559469403712244,0.0003525452332299677
0.00011058601774195817,-3.3111049167267454e-05,-0.00021598669427701895
-1.0824456530438768e-05,-0.0003095474516414385,-0.00048779542248830895
4.487759101780132e-05,-0.00016456523342036524,-0.00035209579454395414
0.00013271901749458727,-1.5204263452393851e-06,-0.0002511436235306647
0.00014899371174223092,-0.0005638736338566325,-0.0008652364091024988
1.8575677784150776e-05,-0.0003327265901858892,-0.0004508661091266647
3.113011709041016e-05,-0.0002432601420975122,-0.0003620465548709208
-9.917312557264853e-05,-0.000736049875175918,-0.0009096899316675235
0.00010068649575319241,-0.00016980637563799003,-0.00039522084655415745
0.00010132902077993123,-0.00017469398447139057,-0.00034820872112821023
8.208337612107308e-05,9.40430033376971e-05,-6.551619351143667e-05
-9.375043858779857e-05,0.00011487613529608404,-0.0001724314162532517
9.891928355565226e-05,-0.00024866212079606453,-0.00046074216436003653
7.387331974036923e-05,-0.0007749033183900723,-0.0008409978173333845
7.340117170527384e-05,0.00014235471536606258,-1.814294350956509e-05
-6.350660760747048e-05,-0.0006500770222679543,-0.0006884577567437807
4.2935701526643845e-05,1.8617252025978986e-06,-0.00021588083044449672
8.216987694063886e-05,-0.00014916848425039226,-0.0004082223513808882
0.00013869403635400485,-0.0003074886416757735,-0.00043473559129367126
0.0002505116708760831,0.000865619088611017,0.0005292899834708732
0.0001451224606149818,0.0004342725495561077,0.00021149804020629965
0.00011656738997480089,-0.0002539195934959187,-0.0005243886743043363
0.0001736170270436463,0.0005211581394003963,0.0003853780158318623
0.00010914488326777135,0.0004728446446218838,0.00014057449369442947
7.744754803636909e-05,0.000623289172499759,0.0003173904480238494
0.00010232807455117906,0.0004447490171616733,0.0002676554753824758
2.3667537811987506e-05,-4.427624876850538e-05,-0.00012568030320579893
-4.243687845580434e-05,-3.174908267499085e-05,-0.00013570829496260253
8.353038662261868e-05,-0.00045207587919533,-0.0005200068865488919
6.283323974569496e-06,0.0005134580532136343,0.00033086355988904353
5.909206157703078e-05,0.00011532979923938686,1.968168976404814e-05
0.0001023347439098484,-1.5011313784184124e-05,-0.00013646316585798614
4.3982056208132184e-05,-0.0006704588099817918,-0.0007584709504227106
9.866946390452654e-05,-1.889256053619253e-05,-0.00021199193657888728
0.00012091239255295299,7.775743715763515e-05,-0.0001386801023852948
-1.912690029548845e-06,-0.000937236220918949,-0.0009201668811456737
-5.276809248488205e-05,-0.0003231366443180956,-0.0005135511703480945
-1.4791763958007967e-05,0.0003240868727738135,0.00022315087173274543
-1.3124495056170325e-05,0.0006338605930235925,0.00046895254881908205
0.0001015302865374674,0.000769885285372565,0.0005702761664373895
-8.240888058004501e-05,-3.904158337875247e-05,-0.0003375634835104001
1.697626467002904e-05,6.000736824539354e-06,-0.00013535623909525433
2.4708700542228496e-05,0.000292755037604323,9.265362390097702e-05
